,,,,,
County Name,Precinct Name,Precinct Code,Total Voters,Hillary Clinton (D),Donald J. Trump (R)
Cuyahoga,OAKWOOD-03-A,DAX,324,257,53
Cuyahoga,OAKWOOD-04-A,DAZ,311,152,145
Cuyahoga,OAKWOOD-05-A,DBC,317,283,32
Cuyahoga,OLMSTED TOWNSHIP-00-A,DBD,966,383,531
Cuyahoga,OLMSTED TOWNSHIP-00-H,DBF,569,257,265
Cuyahoga,OLMSTED TOWNSHIP-00-D,DBG,704,333,316
Cuyahoga,OLMSTED TOWNSHIP-00-B,DBH,774,316,395
Cuyahoga,OLMSTED TOWNSHIP-00-F,DBI,804,323,430
Cuyahoga,OLMSTED TOWNSHIP-00-G,DBJ,"1,101",464,548
Cuyahoga,OLMSTED TOWNSHIP-00-C,DBK,749,312,365
Cuyahoga,OLMSTED TOWNSHIP-00-I,DBM,598,309,235
Cuyahoga,OLMSTED TOWNSHIP-00-E,DBN,871,368,429
Cuyahoga,MORELAND HILLS-00-C,DBU,489,266,191
Cuyahoga,MORELAND HILLS-00-A,DBV,898,552,291
Cuyahoga,MORELAND HILLS-00-B,DBW,888,483,342
Cuyahoga,GATES MILLS-00-A,DBX,792,331,391
Cuyahoga,GATES MILLS-00-B,DBY,848,346,435
Cuyahoga,MAYFIELD VILLAGE-01-A,DCC,503,201,268
Cuyahoga,MAYFIELD VILLAGE-02-A,DCE,527,217,273
Cuyahoga,MAYFIELD VILLAGE-03-A,DCG,604,290,279
Cuyahoga,MAYFIELD VILLAGE-04-A,DCI,430,228,174
Cuyahoga,VALLEY VIEW-00-A,DCK,657,212,411
Cuyahoga,VALLEY VIEW-00-B,DCM,666,226,410
Cuyahoga,WALTON HILLS-00-A,DCN,725,280,411
Cuyahoga,WALTON HILLS-00-B,DCO,712,257,417
Cuyahoga,NORTH RANDALL-00-A,DCQ,462,403,42
Cuyahoga,HIGHLAND HILLS-00-A,DCS,336,321,7
Cuyahoga,CUYAHOGA HEIGHTS-00-A,DCU,323,107,196
Cuyahoga,WOODMERE-00-A,DCW,368,304,51
Cuyahoga,CLEVELAND-07-A,DDR,337,255,54
Cuyahoga,CLEVELAND-03-A,DDT,517,499,8
Cuyahoga,CLEVELAND-04-T,DDX,346,328,5
Cuyahoga,CLEVELAND-04-U,DDY,577,550,10
Cuyahoga,CLEVELAND-08-D,DDZ,547,509,19
Cuyahoga,CLEVELAND-14-A,DEA,356,262,75
Cuyahoga,NORTH OLMSTED-01-B,DEC,684,331,302
Cuyahoga,WARRENSVILLE HTS-01-A,DEI,562,545,6
Cuyahoga,WARRENSVILLE HTS-01-B,DEJ,494,470,11
Cuyahoga,WARRENSVILLE HTS-02-A,DEK,476,461,5
Cuyahoga,WARRENSVILLE HTS-02-B,DEL,457,435,12
Cuyahoga,WARRENSVILLE HTS-03-A,DEM,970,925,25
Cuyahoga,WARRENSVILLE HTS-04-A,DEO,430,413,4
Cuyahoga,WARRENSVILLE HTS-04-B,DEP,538,509,15
Cuyahoga,WARRENSVILLE HTS-05-B,DER,437,408,20
Cuyahoga,WARRENSVILLE HTS-06-A,DES,883,831,24
Cuyahoga,WARRENSVILLE HTS-07-A,DEU,351,324,20
Cuyahoga,WARRENSVILLE HTS-07-B,DEV,554,523,13
Cuyahoga,WARRENSVILLE HTS-05-A,DEX,602,573,18
Cuyahoga,BROADVIEW HEIGHTS-03-D,DFF,712,385,283
Cuyahoga,BROADVIEW HEIGHTS-04-A,DFI,"1,153",416,669
Darke,PRECINCT GREENVILLE CITY 1-A,AAA,449,109,293
Darke,PRECINCT GREENVILLE CITY 1-B,AAB,509,128,350
Darke,PRECINCT GREENVILLE CITY 1-C,AAC,491,119,347
Darke,PRECINCT GREENVILLE CITY 2-A,AAD,396,109,258
Darke,PRECINCT GREENVILLE CITY 2-B,AAE,432,95,304
Darke,PRECINCT GREENVILLE CITY 2-C,AAF,453,138,290
Darke,PRECINCT GREENVILLE CITY 3-A,AAG,415,98,290
Darke,PRECINCT GREENVILLE CITY 3-B,AAH,467,106,332
Darke,PRECINCT GREENVILLE CITY 3-C,AAI,816,210,562
Darke,PRECINCT GREENVILLE CITY 4-A,AAJ,374,88,256
Darke,PRECINCT GREENVILLE CITY 4-B,AAK,698,171,490
Darke,PRECINCT GREENVILLE CITY 4-C,AAL,368,104,243
Darke,PRECINCT ADAMS EAST &amp; BRADFORD,AAM,731,129,556
Darke,PRECINCT ADAMS WEST &amp; GETTYSBURG,AAN,860,163,643
Darke,PRECINCT ALLEN TWP NEW WESTON &amp; ROSSBURG,AAO,565,66,479
Darke,PRECINCT BROWN TWP &amp; ANSONIA VILLAGE,AAR,913,177,690
Darke,PRECINCT BUTLER AND CASTINE VILLAGE,AAS,659,76,551
Darke,PRECINCT FRANKLIN TOWNSHIP,AAT,558,64,462
Darke,PRECINCT GREENVILLE TWP EAST A,AAU,503,108,365
Darke,PRECINCT GREENVILLE TWP EAST B,AAV,655,121,499
Darke,PRECINCT GREENVILLE TWP WEST A,AAW,730,123,574
Darke,PRECINCT GREENVILLE TWP WEST B,AAX,506,76,407
Darke,PRECINCT HARRISON EAST &amp; NEW MADISON,AAZ,727,105,589
Darke,PRECINCT HARRISON WEST &amp; HOLLANSBURG,ABA,467,56,384
Darke,PRECINCT JACKSON TOWNSHIP,ABC,528,94,413
Darke,PRECINCT UNION CITY VILLAGE,ABD,461,130,303
Darke,PRECINCT LIBERTY TWP. &amp; PALESTINE,ABF,453,62,371
Darke,PRECINCT MISSISSINAWA TOWNSHIP,ABG,374,53,311
Darke,PRECINCT MONROE TWP &amp; PITSBURG VILLAGE,ABH,956,117,796
Darke,PRECINCT NEAVE TOWNSHIP,ABJ,692,105,557
Darke,PRECINCT WAYNE LAKES VILLAGE,ABK,400,108,268
Darke,PRECINCT PATTERSON TWP. OSGOOD &amp; YORKSHI,ABL,767,40,711
Darke,PRECINCT RICHLAND TOWNSHIP,ABN,443,62,355
Darke,PRECINCT TWIN TWP. GORDON &amp; ITHACA,ABP,"1,049",144,868
Darke,PRECINCT ARCANUM VILLAGE - A,ABQ,711,134,528
Darke,PRECINCT ARCANUM VILLAGE - B,ABR,494,84,381
Darke,PRECINCT VAN BUREN TOWNSHIP,ABS,824,99,686
Darke,PRECINCT WABASH AND NORTH STAR VILLAGE,ABT,571,44,495
Darke,PRECINCT WASHINGTON TOWNSHIP,ABU,608,107,485
Darke,PRECINCT WAYNE TOWNSHIP,ABV,"1,056",106,911
Darke,PRECINCT VERSAILLES VILLAGE - A,ABX,656,100,518
Darke,PRECINCT VERSAILLES VILLAGE - B,ABY,739,100,598
Darke,PRECINCT YORK TOWNSHIP,ACA,297,42,243
Defiance,PRECINCT DEFIANCE CITY 1-C,AAA,850,272,503
Defiance,PRECINCT DEFIANCE CITY 1-E,AAB,695,242,411
Defiance,PRECINCT DEFIANCE CITY 1-H,AAE,635,257,325
Defiance,PRECINCT DEFIANCE CITY 2-A,AAF,514,202,242
Defiance,PRECINCT DEFIANCE CITY 2-C,AAH,480,189,244
Defiance,PRECINCT DEFIANCE CITY 2-D,AAI,847,341,424
Defiance,PRECINCT DEFIANCE CITY 3-D,AAK,839,250,527
Defiance,PRECINCT DEFIANCE CITY 3-B,AAL,662,276,324
Defiance,PRECINCT DEFIANCE CITY 3-C,AAM,436,173,209
Defiance,PRECINCT DEFIANCE CITY 4-A,AAP,573,207,310
Defiance,PRECINCT DEFIANCE CITY 4-C,AAR,610,232,331
Defiance,PRECINCT DEFIANCE CITY 4-D,AAS,479,182,250
Defiance,PRECINCT ADAMS TWP,AAT,596,112,429
Defiance,PRECINCT DEFIANCE TWP A,AAU,325,60,248
Defiance,PRECINCT DEFIANCE TWP B,AAV,625,161,412
Defiance,PRECINCT DELAWARE TWP,AAW,699,133,497
Defiance,PRECINCT SHERWOOD VILLAGE,AAY,358,90,231
Defiance,PRECINCT FARMER TWP,AAZ,491,96,363
Defiance,PRECINCT HICKSVILLE TWP,ABA,770,127,602
Defiance,PRECINCT HICKSVILLE VILLAGE A,ABB,384,114,234
Defiance,PRECINCT HICKSVILLE VILLAGE B,ABC,427,105,286
Defiance,PRECINCT HICKSVILLE VILLAGE C,ABD,458,105,321
Defiance,PRECINCT HIGHLAND TWP A,ABG,633,164,422
Defiance,PRECINCT HIGHLAND TWP B,ABH,674,158,470
Defiance,PRECINCT MARK TWP,ABJ,430,103,300
Defiance,PRECINCT MILFORD TWP,ABK,516,64,421
Defiance,PRECINCT NOBLE TWP A,ABL,531,171,324
Defiance,PRECINCT NOBLE TWP B,ABM,714,179,475
Defiance,PRECINCT RICHLAND TWP,ABO,726,204,462
Defiance,PRECINCT TIFFIN TWP A,ABQ,429,113,280
Defiance,PRECINCT TIFFIN TWP B,ABR,385,91,248
Defiance,PRECINCT NEY VILLAGE,ABS,153,43,100
Defiance,PRECINCT WASHINGTON TWP,ABT,659,152,463
Delaware,PRECINCT COLUMBUS CITY A,AAA,721,337,325
Delaware,PRECINCT DELAWARE CITY 1-A,AAB,599,215,324
Delaware,PRECINCT DELAWARE CITY 1-B,AAC,942,380,488
Delaware,PRECINCT DELAWARE CITY 1-C,AAD,786,282,440
Delaware,PRECINCT DELAWARE CITY 1-D,AAE,521,199,274
Delaware,PRECINCT DELAWARE CITY 1-E,AAF,375,162,170
Delaware,PRECINCT DELAWARE CITY 1-F,AAG,602,266,288
Delaware,PRECINCT DELAWARE CITY 1-G,AAH,685,270,366
Delaware,PRECINCT DELAWARE CITY 2-A,AAI,960,353,522
Delaware,PRECINCT DELAWARE CITY 2-B,AAJ,961,355,508
Delaware,PRECINCT DELAWARE CITY 2-C,AAK,657,254,338
Delaware,PRECINCT DELAWARE CITY 2-D,AAL,504,233,219
Delaware,PRECINCT DELAWARE CITY 3-A,AAM,567,390,132
Delaware,PRECINCT DELAWARE CITY 3-B,AAN,630,252,327
Delaware,PRECINCT DELAWARE CITY 3-C,AAO,482,195,243
Delaware,PRECINCT DELAWARE CITY 3-D,AAP,718,305,344
Delaware,PRECINCT DELAWARE CITY 3-E,AAQ,685,274,336
Delaware,PRECINCT DELAWARE CITY 4-A,AAR,858,424,357
Delaware,PRECINCT DELAWARE CITY 4-B,AAS,752,393,275
Delaware,PRECINCT DELAWARE CITY 4-C,AAT,663,339,251
Delaware,PRECINCT DELAWARE CITY 4-D,AAU,391,141,217
Delaware,PRECINCT DELAWARE CITY 4-E,AAV,"1,045",382,554
Delaware,PRECINCT DELAWARE CITY 4-F,AAW,584,256,287
Delaware,PRECINCT DUBLIN CITY A,AAY,544,191,331
Delaware,PRECINCT DUBLIN CITY B,AAZ,598,219,336
Delaware,PRECINCT DUBLIN CITY C,ABA,758,293,404
Delaware,PRECINCT DUBLIN CITY D,ABB,786,298,438
Delaware,PRECINCT WESTERVILLE CITY A,ABC,796,364,353
Delaware,PRECINCT WESTERVILLE CITY B,ABD,574,272,252
Delaware,PRECINCT WESTERVILLE CITY C,ABE,735,330,333
Delaware,PRECINCT WESTERVILLE CITY D,ABF,827,362,386
Delaware,PRECINCT WESTERVILLE CITY E,ABG,755,335,359
Delaware,PRECINCT GALENA,ABH,440,186,231
Delaware,PRECINCT BERKSHIRE A,ABI,400,109,262
Delaware,PRECINCT BERKSHIRE B,ABJ,"1,128",339,717
Delaware,PRECINCT SUNBURY A,ABK,734,207,454
Delaware,PRECINCT SUNBURY B,ABL,526,148,341
Delaware,PRECINCT SUNBURY C,ABM,499,133,295
Delaware,PRECINCT BERLIN A,ABN,824,256,507
Delaware,PRECINCT BERLIN B,ABO,973,310,588
Delaware,PRECINCT BERLIN C,ABP,486,156,295
Delaware,PRECINCT BROWN,ABQ,864,226,578
Delaware,PRECINCT CONCORD A,ABS,673,200,417
Delaware,PRECINCT CONCORD B,ABT,615,183,384
Delaware,PRECINCT CONCORD C,ABU,556,172,344
Delaware,PRECINCT CONCORD D,ABV,347,107,214
Delaware,PRECINCT SHAWNEE HILLS,ABW,472,215,225
Delaware,PRECINCT DELAWARE A,ABX,417,139,255
Delaware,PRECINCT DELAWARE B,ABY,825,261,507
Delaware,PRECINCT GENOA A,ABZ,640,249,362
Delaware,PRECINCT GENOA B,ACA,637,177,410
Delaware,PRECINCT GENOA C,ACB,813,305,444
Delaware,PRECINCT GENOA D,ACC,874,392,423
Delaware,PRECINCT GENOA E,ACD,599,221,325
Delaware,PRECINCT GENOA F,ACE,573,190,335
Delaware,PRECINCT GENOA G,ACF,737,310,352
Delaware,PRECINCT GENOA H,ACG,"1,211",496,607
Delaware,PRECINCT HARLEM A,ACH,707,171,492
Delaware,PRECINCT HARLEM B,ACI,740,221,453
Delaware,PRECINCT HARLEM C,ACJ,635,161,420
Delaware,PRECINCT HARLEM D,ACK,323,103,189
Delaware,PRECINCT KINGSTON A,ACL,691,164,473
Delaware,PRECINCT KINGSTON B,ACM,674,170,460
Delaware,PRECINCT LIBERTY A,ACN,849,313,482
Delaware,PRECINCT LIBERTY B,ACO,876,288,528
Delaware,PRECINCT LIBERTY C,ACP,815,289,462
Delaware,PRECINCT LIBERTY D,ACQ,758,297,416
Delaware,PRECINCT LIBERTY E,ACR,662,214,409
Delaware,PRECINCT LIBERTY F,ACS,762,243,471
Delaware,PRECINCT LIBERTY G,ACT,820,364,370
Delaware,PRECINCT LIBERTY H,ACU,944,358,499
Delaware,PRECINCT POWELL A,ACV,539,234,265
Delaware,PRECINCT POWELL B,ACW,594,235,314
Delaware,PRECINCT POWELL C,ACX,871,357,442
Delaware,PRECINCT POWELL D,ACY,619,230,356
Delaware,PRECINCT POWELL E,ACZ,987,502,394
Delaware,PRECINCT MARLBORO,ADA,171,30,134
Delaware,PRECINCT ORANGE A,ADB,725,318,350
Delaware,PRECINCT ORANGE B,ADC,"1,026",444,492
Delaware,PRECINCT ORANGE C,ADD,660,262,344
Delaware,PRECINCT ORANGE D,ADE,"1,207",438,695
Delaware,PRECINCT ORANGE E,ADF,610,276,274
Delaware,PRECINCT ORANGE F,ADG,776,269,443
Delaware,PRECINCT ORANGE G,ADH,725,383,292
Delaware,PRECINCT ORANGE H,ADI,"1,084",496,476
Delaware,PRECINCT OXFORD,ADJ,534,148,338
Delaware,PRECINCT ASHLEY,ADK,470,148,296
Delaware,PRECINCT PORTER A,ADM,643,144,453
Delaware,PRECINCT PORTER B,ADN,660,148,470
Delaware,PRECINCT RADNOR,ADO,992,245,681
Delaware,PRECINCT OSTRANDER,ADQ,433,122,282
Delaware,PRECINCT SCIOTO A,ADR,785,213,508
Delaware,PRECINCT SCIOTO B,ADS,736,210,479
Delaware,PRECINCT THOMPSON,ADT,391,116,248
Delaware,PRECINCT TRENTON A,ADU,612,147,416
Delaware,PRECINCT TRENTON B,ADV,743,161,514
Delaware,PRECINCT TROY A,ADW,559,139,369
Delaware,PRECINCT TROY B,ADX,611,171,396
Delaware,PRECINCT ORANGE I,ADZ,596,242,309
Delaware,PRECINCT GENOA I,AEA,936,393,469
Delaware,PRECINCT ORANGE J,AEB,803,372,358
Delaware,PRECINCT COLUMBUS CITY B,AEC,617,287,288
Delaware,PRECINCT WESTERVILLE CITY F,AED,575,214,302
Delaware,PRECINCT GENOA J,AEE,658,253,338
Delaware,PRECINCT GENOA K,AEF,984,360,544
Delaware,PRECINCT LIBERTY I,AEG,547,219,299
Delaware,PRECINCT COLUMBUS CITY C,AEH,922,515,330
Delaware,PRECINCT GENOA L,AEI,"1,017",371,563
Delaware,PRECINCT GENOA M,AEJ,967,432,449
Delaware,PRECINCT POWELL F,AEK,634,302,289
Delaware,PRECINCT POWELL G,AEL,972,409,483
Delaware,PRECINCT ORANGE K,AEM,610,259,299
Delaware,PRECINCT BERLIN D,AEN,791,310,409
Delaware,PRECINCT CONCORD E,AEO,513,185,291
Delaware,PRECINCT LIBERTY J,AEP,599,238,314
Delaware,PRECINCT LIBERTY K,AEQ,806,293,460
Delaware,PRECINCT ORANGE L,AER,694,282,358
Delaware,PRECINCT DELAWARE CITY 2-E,AES,298,184,88
Delaware,PRECINCT DELAWARE CITY 2-F,AET,679,249,367
Delaware,PRECINCT GENOA N,AEU,"1,062",468,504
Delaware,PRECINCT COLUMBUS CITY D,AEV,896,487,334
Delaware,PRECINCT CONCORD F,AEW,937,329,522
Delaware,PRECINCT GENOA O,AEX,812,324,437
Delaware,PRECINCT POWELL H,AEY,663,275,356
Delaware,PRECINCT ORANGE M,AEZ,552,267,254
Delaware,PRECINCT ORANGE N,AFA,805,343,417
Delaware,PRECINCT DELAWARE CITY 2-G,AFB,764,259,444
Delaware,PRECINCT BERLIN E,AFC,778,278,445
Delaware,PRECINCT DELAWARE CITY 3-F,AFE,825,325,444
Delaware,PRECINCT GENOA P,AFF,897,304,517
Delaware,PRECINCT CONCORD G,AFH,824,314,460
Delaware,PRECINCT SUNBURY D,AFI,878,252,547
Delaware,PRECINCT WESTERVILLE CITY G,AFJ,610,282,271
Delaware,PRECINCT GENOA Q,AFK,682,277,335
Delaware,PRECINCT LIBERTY L,AFL,955,377,516
Delaware,PRECINCT ORANGE O,AFM,667,293,322
Delaware,PRECINCT COLUMBUS CITY E,AFN,499,241,220
Delaware,PRECINCT CONCORD H,AFO,718,317,337
Delaware,PRECINCT GENOA R,AFQ,506,170,305
Delaware,PRECINCT ORANGE P,AFR,648,252,360
Delaware,PRECINCT ORANGE Q,AFS,766,307,400
Delaware,PRECINCT POWELL I,AFT,628,273,316
Delaware,PRECINCT POWELL J,AFU,861,310,499
Delaware,PRECINCT GENOA S,AFV,465,200,228
Delaware,PRECINCT COLUMBUS CITY F,AFW,742,365,326
Delaware,PRECINCT CONCORD I,AFX,894,332,488
Delaware,PRECINCT DELAWARE CITY 3-G,AFY,700,294,338
Delaware,PRECINCT LIBERTY M,AFZ,436,146,259
Delaware,PRECINCT ORANGE R,AGA,501,195,253
Delaware,PRECINCT ORANGE S,AGB,778,281,441
Delaware,PRECINCT WESTERVILLE CITY H,AGC,642,299,289
Delaware,PRECINCT BERKSHIRE C,AGD,444,117,283
Erie,PRECINCT HUR A,AAA,797,299,436
Erie,PRECINCT HUR B,AAB,620,273,292
Erie,PRECINCT HUR C,AAC,657,241,376
Erie,PRECINCT HUR F,AAE,689,285,353
Erie,PRECINCT HUR D,AAI,528,190,304
Erie,PRECINCT HUR E,AAJ,750,251,443
Erie,PRECINCT VER 1-A,ABV,484,179,265
Erie,PRECINCT VER 2-A,ABX,409,187,184
Erie,PRECINCT VER 2-B,ABY,594,257,291
Erie,PRECINCT VER 3-A,ACA,492,191,261
Erie,PRECINCT VER 3-B,ACB,471,182,266
Erie,PRECINCT BER VILL,ACC,347,122,187
Erie,PRECINCT BER TWP #2,ACD,871,268,549
Erie,PRECINCT BER TWP #1,ACF,617,203,374
Erie,PRECINCT FLO TWP #1,ACG,615,214,369
Erie,PRECINCT FLO TWP #2,ACH,821,249,520
Erie,PRECINCT GRO TWP,ACI,729,193,488
Erie,PRECINCT HUR TWP #1,ACK,781,218,521
Erie,PRECINCT HUR TWP #2,ACL,726,246,434
Erie,PRECINCT HUR TWP #3,ACM,725,243,425
Erie,PRECINCT KI VILL,ACN,286,98,167
Erie,PRECINCT BV VILL,ACO,331,128,185
Erie,PRECINCT CAST VILL,ACP,379,144,209
Erie,PRECINCT MAR TWP #1,ACQ,718,227,439
Erie,PRECINCT MAR TWP #2,ACR,449,150,269
Erie,PRECINCT MAR TWP #3,ACS,691,274,374
Erie,PRECINCT MAR TWP #4,ACT,438,171,236
Erie,PRECINCT MIL TWP #1,ACW,545,180,336
Erie,PRECINCT MIL TWP #2,ACX,926,283,564
Erie,PRECINCT OX TWP,ADA,652,172,420
Erie,PRECINCT PER TWP #2,ADB,996,371,560
Erie,PRECINCT PER TWP #6,ADC,708,297,346
Erie,PRECINCT PER TWP #7,ADD,672,236,374
Erie,PRECINCT PER TWP #4,ADE,580,267,262
Erie,PRECINCT PER TWP #1,ADF,770,366,353
Erie,PRECINCT PER TWP #8,ADH,801,317,434
Erie,PRECINCT PER TWP #9,ADJ,586,240,299
Erie,PRECINCT PER TWP #3,ADM,701,278,379
Erie,PRECINCT PER TWP #5,ADN,182,68,104
Erie,PRECINCT PER TWP #10,ADO,923,313,556
Erie,PRECINCT VER TWP #5,ADS,461,179,245
Erie,PRECINCT VER TWP #1,ADT,800,301,446
Erie,PRECINCT VER TWP #2,ADU,514,177,299
Erie,PRECINCT VER TWP #4,ADV,368,108,235
Erie,PRECINCT VER TWP #3,ADW,471,180,265
Erie,PRECINCT SAN A,ADX,339,95,223
Erie,PRECINCT SAN B,ADY,751,479,242
Erie,PRECINCT SAN C,ADZ,599,420,157
Erie,PRECINCT SAN D,AEA,592,317,241
Erie,PRECINCT SAN E,AEB,710,422,242
Erie,PRECINCT SAN F,AEC,688,403,229
Erie,PRECINCT SAN G,AED,815,510,235
Erie,PRECINCT SAN H,AEE,668,405,202
Erie,PRECINCT SAN I,AEF,708,380,269
Erie,PRECINCT SAN J,AEG,595,387,174
Erie,PRECINCT SAN K,AEH,719,413,245
Erie,PRECINCT SAN L,AEI,469,262,161
Erie,PRECINCT SAN M,AEJ,524,295,185
Erie,PRECINCT SAN N,AEK,568,364,155
Erie,PRECINCT SAN O,AEL,602,301,256
Erie,PRECINCT SAN P,AEM,931,413,438
Erie,PRECINCT MIL VILL,AEN,529,175,300
Fairfield,LANCASTER CITY 1-A,AAA,931,269,588
Fairfield,LANCASTER CITY 1-B,AAB,"1,116",357,685
Fairfield,LANCASTER CITY 1-C,AAC,957,316,578
Fairfield,LANCASTER CITY 2-A,AAF,"1,111",284,758
Fairfield,LANCASTER CITY 2-B,AAG,908,319,516
Fairfield,LANCASTER CITY 2-C,AAH,"1,119",291,755
Fairfield,LANCASTER CITY 3-A,AAL,686,234,384
Fairfield,LANCASTER CITY 3-B,AAM,503,177,292
Fairfield,LANCASTER CITY 3-C,AAN,548,224,275
Fairfield,LANCASTER CITY 3-D,AAO,543,197,305
Fairfield,LANCASTER CITY 4-A,AAP,857,262,541
Fairfield,LANCASTER CITY 4-B,AAQ,853,285,496
Fairfield,LANCASTER CITY 4-C,AAR,655,174,442
Fairfield,LANCASTER CITY 4-D,AAS,718,260,403
Fairfield,LANCASTER CITY 5-A,AAU,428,163,232
Fairfield,LANCASTER CITY 5-B,AAV,470,160,259
Fairfield,LANCASTER CITY 5-C,AAW,543,213,296
Fairfield,LANCASTER CITY 5-D,AAX,510,165,308
Fairfield,LANCASTER CITY 6-A,AAY,874,286,523
Fairfield,LANCASTER CITY 6-B,AAZ,562,212,315
Fairfield,LANCASTER CITY 6-C,ABA,839,286,488
Fairfield,PICKERINGTON CITY A,ABC,600,242,315
Fairfield,PICKERINGTON CITY B,ABD,763,304,409
Fairfield,PICKERINGTON CITY C,ABE,922,350,501
Fairfield,PICKERINGTON CITY D,ABF,492,154,296
Fairfield,PICKERINGTON CITY E,ABG,533,233,270
Fairfield,PICKERINGTON CITY F,ABH,"1,335",577,664
Fairfield,PICKERINGTON CITY G,ABI,829,343,420
Fairfield,PICKERINGTON CITY H,ABJ,672,236,378
Fairfield,PICKERINGTON CITY I,ABK,511,238,231
Fairfield,AMANDA A,ABL,469,89,349
Fairfield,AMANDA B,ABM,844,185,594
Fairfield,BERNE A,ABO,653,155,449
Fairfield,BERNE B,ABP,622,155,428
Fairfield,BERNE C,ABQ,592,172,378
Fairfield,BERNE D,ABR,615,168,400
Fairfield,BLOOM A,ABT,793,202,526
Fairfield,BLOOM B,ABU,"1,136",308,769
Fairfield,BLOOM C,ABV,981,285,652
Fairfield,BLOOM D,ABW,935,252,640
Fairfield,BLOOM E,ABX,863,192,612
Fairfield,LITHOPOLIS VILLAGE,ACA,796,256,496
Fairfield,CLEARCREEK A,ACB,905,202,638
Fairfield,CLEARCREEK B,ACC,936,189,694
Fairfield,GREENFIELD A,ACF,866,213,598
Fairfield,GREENFIELD B,ACG,"1,029",221,752
Fairfield,GREENFIELD C,ACH,571,124,409
Fairfield,GREENFIELD D,ACI,574,162,378
Fairfield,HOCKING A,ACK,593,120,431
Fairfield,HOCKING B,ACL,596,161,397
Fairfield,HOCKING C,ACM,619,157,430
Fairfield,LIBERTY A,ACN,791,195,546
Fairfield,LIBERTY B,ACO,"1,059",219,781
Fairfield,LIBERTY C,ACP,616,148,439
Fairfield,LIBERTY D,ACQ,706,182,488
Fairfield,BALTIMORE VILLAGE A,ACR,729,240,423
Fairfield,BALTIMORE VILLAGE B,ACS,636,181,404
Fairfield,MADISON A,ACV,763,117,607
Fairfield,PLEASANT A,ACW,"1,008",274,660
Fairfield,PLEASANT B,ACX,703,195,462
Fairfield,PLEASANT C,ACY,589,125,429
Fairfield,PLEASANT D,ACZ,571,146,386
Fairfield,PLEASANT E,ADA,771,236,481
Fairfield,RICHLAND EAST,ADE,438,89,322
Fairfield,RICHLAND WEST,ADF,683,149,496
Fairfield,RUSHCREEK A,ADG,508,105,369
Fairfield,RUSHCREEK B,ADH,755,170,531
Fairfield,BREMEN VILLAGE,ADI,601,161,396
Fairfield,VIOLET A,ADK,690,325,323
Fairfield,VIOLET B,ADL,600,208,356
Fairfield,VIOLET C,ADM,"1,029",374,605
Fairfield,VIOLET D,ADN,709,231,417
Fairfield,VIOLET E,ADO,631,236,357
Fairfield,VIOLET F,ADP,907,372,477
Fairfield,VIOLET G,ADQ,733,323,348
Fairfield,VIOLET H,ADR,385,163,202
Fairfield,VIOLET I,ADS,997,293,649
Fairfield,VIOLET J,ADT,559,186,332
Fairfield,VIOLET K,ADU,600,249,299
Fairfield,VIOLET L,ADV,658,261,339
Fairfield,VIOLET M,ADW,642,195,393
Fairfield,VIOLET N,ADX,620,235,343
Fairfield,VIOLET O,ADY,691,274,363
Fairfield,VIOLET P,ADZ,636,277,313
Fairfield,WALNUT A,AED,903,232,621
Fairfield,WALNUT B,AEE,766,221,503
Fairfield,WALNUT C,AEF,859,207,598
Fairfield,WALNUT D,AEG,712,164,490
Fairfield,COLUMBUS CITY A,AEJ,"1,044",599,355
Fairfield,COLUMBUS CITY B,AEK,932,653,229
Fairfield,COLUMBUS CITY C,AEL,996,628,305
Fairfield,PICKERINGTON CITY J,AEM,471,229,212
Fairfield,VIOLET Q,AEN,876,323,508
Fairfield,VIOLET R,AEO,606,269,294
Fairfield,COLUMBUS CITY D,AEQ,"1,021",737,229
Fairfield,PICKERINGTON CITY K,AEV,"1,204",652,495
Fairfield,PICKERINGTON CITY L,AEW,"1,116",534,498
Fairfield,PICKERINGTON CITY M,AEX,757,336,361
Fairfield,LANCASTER CITY 3-E,AEY,572,184,337
Fayette,WASHINGTON 1B,AAA,479,166,277
Fayette,WASHINGTON 1C,AAB,478,139,306
Fayette,WASHINGTON 2A,AAE,236,73,146
Fayette,WASHINGTON 2D,AAG,390,97,273
Fayette,WASHINGTON 3A,AAH,377,97,255
Fayette,WASHINGTON 3D,AAK,590,149,419
Fayette,WASHINGTON 3F,AAM,734,186,516
Fayette,WASHINGTON 4A,AAN,659,179,442
Fayette,WASHINGTON 4B,AAO,441,129,279
Fayette,WASHINGTON 4C,AAP,354,117,226
Fayette,WASHINGTON 4D,AAQ,264,104,143
Fayette,CONCORD/GREEN,AAS,611,91,497
Fayette,JASPER,AAU,343,70,260
Fayette,JEFFERSON NO,AAX,278,53,207
Fayette,JEFFERSON SO,AAY,400,87,298
Fayette,JEFFERSONVILLE,AAZ,381,141,220
Fayette,MADISON,ABB,530,94,411
Fayette,MARION,ABC,370,76,279
Fayette,BLOOMINGBURG,ABE,263,80,165
Fayette,PAINT,ABG,458,86,352
Fayette,PERRY,ABH,507,79,398
Fayette,UNION EAST,ABI,311,54,242
Fayette,UNION NO,ABJ,469,132,320
Fayette,UNION S/W,ABK,736,143,554
Fayette,WAYNE,ABM,666,117,510
Franklin,BEXLEY 1-A,AAA,746,512,181
