Block,Total,White,Black,Asian,Hispanic
"Block 5013, Block Group 5, Census Tract 9539, Gallia County, Ohio",11,11,0,0,0
"Block 5014, Block Group 5, Census Tract 9539, Gallia County, Ohio",6,6,0,0,0
"Block 5015, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5016, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5017, Block Group 5, Census Tract 9539, Gallia County, Ohio",13,13,0,0,0
"Block 5018, Block Group 5, Census Tract 9539, Gallia County, Ohio",13,13,0,0,0
"Block 5019, Block Group 5, Census Tract 9539, Gallia County, Ohio",21,21,0,0,0
"Block 5020, Block Group 5, Census Tract 9539, Gallia County, Ohio",20,20,0,0,0
"Block 5021, Block Group 5, Census Tract 9539, Gallia County, Ohio",3,3,0,0,0
"Block 5022, Block Group 5, Census Tract 9539, Gallia County, Ohio",20,20,0,0,0
"Block 5023, Block Group 5, Census Tract 9539, Gallia County, Ohio",34,34,0,0,0
"Block 5024, Block Group 5, Census Tract 9539, Gallia County, Ohio",21,21,0,0,0
"Block 5025, Block Group 5, Census Tract 9539, Gallia County, Ohio",22,22,0,0,0
"Block 5026, Block Group 5, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 5027, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5028, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5029, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5030, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5031, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5032, Block Group 5, Census Tract 9539, Gallia County, Ohio",1,1,0,0,0
"Block 5033, Block Group 5, Census Tract 9539, Gallia County, Ohio",64,64,0,0,0
"Block 5034, Block Group 5, Census Tract 9539, Gallia County, Ohio",37,37,0,0,0
"Block 5035, Block Group 5, Census Tract 9539, Gallia County, Ohio",22,21,1,0,0
"Block 5036, Block Group 5, Census Tract 9539, Gallia County, Ohio",53,50,2,0,0
"Block 5037, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5038, Block Group 5, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 5039, Block Group 5, Census Tract 9539, Gallia County, Ohio",25,24,1,0,0
"Block 5040, Block Group 5, Census Tract 9539, Gallia County, Ohio",22,22,0,0,0
"Block 5041, Block Group 5, Census Tract 9539, Gallia County, Ohio",11,11,0,0,0
"Block 5042, Block Group 5, Census Tract 9539, Gallia County, Ohio",133,131,0,0,0
"Block 5043, Block Group 5, Census Tract 9539, Gallia County, Ohio",54,52,1,1,0
"Block 5044, Block Group 5, Census Tract 9539, Gallia County, Ohio",107,106,0,0,0
"Block 5045, Block Group 5, Census Tract 9539, Gallia County, Ohio",38,38,0,0,0
"Block 5046, Block Group 5, Census Tract 9539, Gallia County, Ohio",175,174,1,0,0
"Block 5047, Block Group 5, Census Tract 9539, Gallia County, Ohio",11,11,0,0,0
"Block 5048, Block Group 5, Census Tract 9539, Gallia County, Ohio",5,3,0,0,0
"Block 5049, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5050, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5051, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5052, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5053, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5054, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5055, Block Group 5, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 5056, Block Group 5, Census Tract 9539, Gallia County, Ohio",5,5,0,0,0
"Block 5057, Block Group 5, Census Tract 9539, Gallia County, Ohio",24,24,0,0,0
"Block 1000, Block Group 1, Census Tract 9540, Gallia County, Ohio",47,44,3,0,0
"Block 1001, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 9540, Gallia County, Ohio",5,5,0,0,0
"Block 1010, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1014, Block Group 1, Census Tract 9540, Gallia County, Ohio",31,29,1,0,0
"Block 1015, Block Group 1, Census Tract 9540, Gallia County, Ohio",7,7,0,0,0
"Block 1016, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 9540, Gallia County, Ohio",17,17,0,0,0
"Block 1018, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1020, Block Group 1, Census Tract 9540, Gallia County, Ohio",100,94,0,0,0
"Block 1021, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1022, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1024, Block Group 1, Census Tract 9540, Gallia County, Ohio",2,2,0,0,0
"Block 1025, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1026, Block Group 1, Census Tract 9540, Gallia County, Ohio",8,8,0,0,0
"Block 1027, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1028, Block Group 1, Census Tract 9540, Gallia County, Ohio",52,48,3,0,0
"Block 1029, Block Group 1, Census Tract 9540, Gallia County, Ohio",12,10,0,0,0
"Block 1030, Block Group 1, Census Tract 9540, Gallia County, Ohio",40,35,2,0,0
"Block 1031, Block Group 1, Census Tract 9540, Gallia County, Ohio",11,11,0,0,0
"Block 1032, Block Group 1, Census Tract 9540, Gallia County, Ohio",30,30,0,0,0
"Block 1033, Block Group 1, Census Tract 9540, Gallia County, Ohio",23,23,0,0,0
"Block 1034, Block Group 1, Census Tract 9540, Gallia County, Ohio",3,3,0,0,0
"Block 1035, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1036, Block Group 1, Census Tract 9540, Gallia County, Ohio",3,3,0,0,0
"Block 1037, Block Group 1, Census Tract 9540, Gallia County, Ohio",2,2,0,0,0
"Block 1038, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1039, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1040, Block Group 1, Census Tract 9540, Gallia County, Ohio",17,17,0,0,0
"Block 1041, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1042, Block Group 1, Census Tract 9540, Gallia County, Ohio",8,8,0,0,0
"Block 1043, Block Group 1, Census Tract 9540, Gallia County, Ohio",62,61,0,0,0
"Block 1044, Block Group 1, Census Tract 9540, Gallia County, Ohio",54,50,4,0,0
"Block 1045, Block Group 1, Census Tract 9540, Gallia County, Ohio",20,20,0,0,0
"Block 1046, Block Group 1, Census Tract 9540, Gallia County, Ohio",52,52,0,0,0
"Block 1047, Block Group 1, Census Tract 9540, Gallia County, Ohio",2,2,0,0,0
"Block 1048, Block Group 1, Census Tract 9540, Gallia County, Ohio",38,38,0,0,0
"Block 1049, Block Group 1, Census Tract 9540, Gallia County, Ohio",81,79,0,0,0
"Block 1050, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1051, Block Group 1, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 1052, Block Group 1, Census Tract 9540, Gallia County, Ohio",4,4,0,0,0
"Block 1053, Block Group 1, Census Tract 9540, Gallia County, Ohio",5,5,0,0,0
"Block 1054, Block Group 1, Census Tract 9540, Gallia County, Ohio",27,21,2,0,0
"Block 2000, Block Group 2, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 9540, Gallia County, Ohio",5,5,0,0,0
"Block 2002, Block Group 2, Census Tract 9540, Gallia County, Ohio",158,143,7,1,0
"Block 2003, Block Group 2, Census Tract 9540, Gallia County, Ohio",71,71,0,0,0
"Block 2004, Block Group 2, Census Tract 9540, Gallia County, Ohio",1,0,0,0,0
"Block 2005, Block Group 2, Census Tract 9540, Gallia County, Ohio",29,28,0,0,0
"Block 2006, Block Group 2, Census Tract 9540, Gallia County, Ohio",55,52,3,0,0
"Block 2007, Block Group 2, Census Tract 9540, Gallia County, Ohio",20,13,3,0,0
"Block 2008, Block Group 2, Census Tract 9540, Gallia County, Ohio",3,3,0,0,0
"Block 2009, Block Group 2, Census Tract 9540, Gallia County, Ohio",18,15,3,0,0
"Block 2010, Block Group 2, Census Tract 9540, Gallia County, Ohio",34,28,5,0,0
"Block 2011, Block Group 2, Census Tract 9540, Gallia County, Ohio",20,16,4,0,0
"Block 2012, Block Group 2, Census Tract 9540, Gallia County, Ohio",23,21,2,0,0
"Block 2013, Block Group 2, Census Tract 9540, Gallia County, Ohio",21,10,7,4,0
"Block 2014, Block Group 2, Census Tract 9540, Gallia County, Ohio",11,6,3,0,0
"Block 2015, Block Group 2, Census Tract 9540, Gallia County, Ohio",52,48,0,0,0
"Block 2016, Block Group 2, Census Tract 9540, Gallia County, Ohio",65,50,6,0,0
"Block 2017, Block Group 2, Census Tract 9540, Gallia County, Ohio",77,38,28,0,0
"Block 2018, Block Group 2, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 2019, Block Group 2, Census Tract 9540, Gallia County, Ohio",29,29,0,0,0
"Block 2020, Block Group 2, Census Tract 9540, Gallia County, Ohio",41,39,0,0,0
"Block 3000, Block Group 3, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 9540, Gallia County, Ohio",161,154,2,1,0
"Block 3002, Block Group 3, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 3003, Block Group 3, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 9540, Gallia County, Ohio",104,91,10,0,0
"Block 3007, Block Group 3, Census Tract 9540, Gallia County, Ohio",88,67,10,4,0
"Block 3008, Block Group 3, Census Tract 9540, Gallia County, Ohio",46,45,0,0,0
"Block 3009, Block Group 3, Census Tract 9540, Gallia County, Ohio",60,49,2,2,0
"Block 3010, Block Group 3, Census Tract 9540, Gallia County, Ohio",80,61,14,0,0
"Block 3011, Block Group 3, Census Tract 9540, Gallia County, Ohio",44,41,3,0,0
"Block 3012, Block Group 3, Census Tract 9540, Gallia County, Ohio",88,80,6,0,0
"Block 3013, Block Group 3, Census Tract 9540, Gallia County, Ohio",39,39,0,0,0
"Block 3014, Block Group 3, Census Tract 9540, Gallia County, Ohio",36,32,4,0,0
"Block 3015, Block Group 3, Census Tract 9540, Gallia County, Ohio",30,30,0,0,0
"Block 3016, Block Group 3, Census Tract 9540, Gallia County, Ohio",65,65,0,0,0
"Block 3017, Block Group 3, Census Tract 9540, Gallia County, Ohio",88,86,2,0,0
"Block 3018, Block Group 3, Census Tract 9540, Gallia County, Ohio",44,40,0,0,0
"Block 3019, Block Group 3, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 3020, Block Group 3, Census Tract 9540, Gallia County, Ohio",36,34,0,0,0
"Block 3021, Block Group 3, Census Tract 9540, Gallia County, Ohio",37,37,0,0,0
"Block 3022, Block Group 3, Census Tract 9540, Gallia County, Ohio",47,31,6,0,0
"Block 3023, Block Group 3, Census Tract 9540, Gallia County, Ohio",51,48,0,0,0
"Block 3024, Block Group 3, Census Tract 9540, Gallia County, Ohio",28,28,0,0,0
"Block 3025, Block Group 3, Census Tract 9540, Gallia County, Ohio",40,38,2,0,0
"Block 3026, Block Group 3, Census Tract 9540, Gallia County, Ohio",50,44,3,0,0
"Block 3027, Block Group 3, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 9540, Gallia County, Ohio",24,24,0,0,0
"Block 4001, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4002, Block Group 4, Census Tract 9540, Gallia County, Ohio",43,41,0,2,0
"Block 4003, Block Group 4, Census Tract 9540, Gallia County, Ohio",22,22,0,0,0
"Block 4004, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4005, Block Group 4, Census Tract 9540, Gallia County, Ohio",53,53,0,0,0
"Block 4006, Block Group 4, Census Tract 9540, Gallia County, Ohio",24,24,0,0,0
"Block 4007, Block Group 4, Census Tract 9540, Gallia County, Ohio",27,25,0,2,0
"Block 4008, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4009, Block Group 4, Census Tract 9540, Gallia County, Ohio",55,53,0,1,0
"Block 4010, Block Group 4, Census Tract 9540, Gallia County, Ohio",86,77,6,0,0
"Block 4011, Block Group 4, Census Tract 9540, Gallia County, Ohio",10,10,0,0,0
"Block 4012, Block Group 4, Census Tract 9540, Gallia County, Ohio",6,6,0,0,0
"Block 4013, Block Group 4, Census Tract 9540, Gallia County, Ohio",10,10,0,0,0
"Block 4014, Block Group 4, Census Tract 9540, Gallia County, Ohio",34,34,0,0,0
"Block 4015, Block Group 4, Census Tract 9540, Gallia County, Ohio",30,30,0,0,0
"Block 4016, Block Group 4, Census Tract 9540, Gallia County, Ohio",17,11,6,0,0
"Block 4017, Block Group 4, Census Tract 9540, Gallia County, Ohio",1,1,0,0,0
"Block 4018, Block Group 4, Census Tract 9540, Gallia County, Ohio",3,3,0,0,0
"Block 4019, Block Group 4, Census Tract 9540, Gallia County, Ohio",38,38,0,0,0
"Block 4020, Block Group 4, Census Tract 9540, Gallia County, Ohio",30,29,0,0,0
"Block 4021, Block Group 4, Census Tract 9540, Gallia County, Ohio",9,9,0,0,0
"Block 4022, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4023, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4024, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4025, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4026, Block Group 4, Census Tract 9540, Gallia County, Ohio",63,61,0,1,0
"Block 4027, Block Group 4, Census Tract 9540, Gallia County, Ohio",4,3,0,0,0
"Block 4028, Block Group 4, Census Tract 9540, Gallia County, Ohio",49,49,0,0,0
"Block 4029, Block Group 4, Census Tract 9540, Gallia County, Ohio",39,39,0,0,0
"Block 4030, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4031, Block Group 4, Census Tract 9540, Gallia County, Ohio",12,11,0,0,0
"Block 4032, Block Group 4, Census Tract 9540, Gallia County, Ohio",5,5,0,0,0
"Block 4033, Block Group 4, Census Tract 9540, Gallia County, Ohio",15,15,0,0,0
"Block 4034, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4035, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4036, Block Group 4, Census Tract 9540, Gallia County, Ohio",17,16,0,0,0
"Block 4037, Block Group 4, Census Tract 9540, Gallia County, Ohio",27,27,0,0,0
"Block 4038, Block Group 4, Census Tract 9540, Gallia County, Ohio",5,5,0,0,0
"Block 4039, Block Group 4, Census Tract 9540, Gallia County, Ohio",2,2,0,0,0
"Block 4040, Block Group 4, Census Tract 9540, Gallia County, Ohio",39,39,0,0,0
"Block 4041, Block Group 4, Census Tract 9540, Gallia County, Ohio",9,7,0,0,2
"Block 4042, Block Group 4, Census Tract 9540, Gallia County, Ohio",0,0,0,0,0
"Block 4043, Block Group 4, Census Tract 9540, Gallia County, Ohio",32,29,1,0,0
"Block 4044, Block Group 4, Census Tract 9540, Gallia County, Ohio",24,24,0,0,0
"Block 4045, Block Group 4, Census Tract 9540, Gallia County, Ohio",2,2,0,0,0
"Block 4046, Block Group 4, Census Tract 9540, Gallia County, Ohio",116,115,0,1,0
"Block 4047, Block Group 4, Census Tract 9540, Gallia County, Ohio",12,12,0,0,0
"Block 1000, Block Group 1, Census Tract 9541, Gallia County, Ohio",4,4,0,0,0
"Block 1001, Block Group 1, Census Tract 9541, Gallia County, Ohio",53,51,0,0,0
"Block 1002, Block Group 1, Census Tract 9541, Gallia County, Ohio",8,8,0,0,0
"Block 1003, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 9541, Gallia County, Ohio",2,0,0,0,0
"Block 1006, Block Group 1, Census Tract 9541, Gallia County, Ohio",43,43,0,0,0
"Block 1007, Block Group 1, Census Tract 9541, Gallia County, Ohio",21,18,0,0,0
"Block 1008, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 9541, Gallia County, Ohio",91,90,0,0,0
"Block 1010, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 9541, Gallia County, Ohio",2,2,0,0,0
"Block 1013, Block Group 1, Census Tract 9541, Gallia County, Ohio",13,13,0,0,0
"Block 1014, Block Group 1, Census Tract 9541, Gallia County, Ohio",19,19,0,0,0
"Block 1015, Block Group 1, Census Tract 9541, Gallia County, Ohio",33,31,2,0,0
"Block 1016, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 9541, Gallia County, Ohio",51,51,0,0,0
"Block 1018, Block Group 1, Census Tract 9541, Gallia County, Ohio",3,3,0,0,0
"Block 1019, Block Group 1, Census Tract 9541, Gallia County, Ohio",18,18,0,0,0
"Block 1020, Block Group 1, Census Tract 9541, Gallia County, Ohio",47,47,0,0,0
"Block 1021, Block Group 1, Census Tract 9541, Gallia County, Ohio",25,25,0,0,0
"Block 1022, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 9541, Gallia County, Ohio",2,2,0,0,0
"Block 1024, Block Group 1, Census Tract 9541, Gallia County, Ohio",20,20,0,0,0
"Block 1025, Block Group 1, Census Tract 9541, Gallia County, Ohio",2,2,0,0,0
"Block 1026, Block Group 1, Census Tract 9541, Gallia County, Ohio",52,52,0,0,0
"Block 1027, Block Group 1, Census Tract 9541, Gallia County, Ohio",59,54,5,0,0
"Block 1028, Block Group 1, Census Tract 9541, Gallia County, Ohio",12,10,0,0,0
"Block 1029, Block Group 1, Census Tract 9541, Gallia County, Ohio",31,27,2,0,2
"Block 1030, Block Group 1, Census Tract 9541, Gallia County, Ohio",20,18,0,2,0
"Block 1031, Block Group 1, Census Tract 9541, Gallia County, Ohio",1,1,0,0,0
"Block 1032, Block Group 1, Census Tract 9541, Gallia County, Ohio",9,9,0,0,0
"Block 1033, Block Group 1, Census Tract 9541, Gallia County, Ohio",10,8,0,0,0
"Block 1034, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1035, Block Group 1, Census Tract 9541, Gallia County, Ohio",26,26,0,0,0
"Block 1036, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1037, Block Group 1, Census Tract 9541, Gallia County, Ohio",3,3,0,0,0
"Block 1038, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1039, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1040, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1041, Block Group 1, Census Tract 9541, Gallia County, Ohio",45,45,0,0,0
"Block 1042, Block Group 1, Census Tract 9541, Gallia County, Ohio",12,9,3,0,0
"Block 1043, Block Group 1, Census Tract 9541, Gallia County, Ohio",21,21,0,0,0
"Block 1044, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1045, Block Group 1, Census Tract 9541, Gallia County, Ohio",45,44,0,0,0
"Block 1046, Block Group 1, Census Tract 9541, Gallia County, Ohio",14,14,0,0,0
"Block 1047, Block Group 1, Census Tract 9541, Gallia County, Ohio",2,2,0,0,0
"Block 1048, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1049, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1050, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1051, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1052, Block Group 1, Census Tract 9541, Gallia County, Ohio",4,1,0,0,0
"Block 1053, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1054, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1055, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1056, Block Group 1, Census Tract 9541, Gallia County, Ohio",3,3,0,0,0
"Block 1057, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1058, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1059, Block Group 1, Census Tract 9541, Gallia County, Ohio",21,21,0,0,0
"Block 1060, Block Group 1, Census Tract 9541, Gallia County, Ohio",6,6,0,0,0
"Block 1061, Block Group 1, Census Tract 9541, Gallia County, Ohio",11,11,0,0,0
"Block 1062, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1063, Block Group 1, Census Tract 9541, Gallia County, Ohio",43,43,0,0,0
"Block 1064, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1065, Block Group 1, Census Tract 9541, Gallia County, Ohio",4,4,0,0,0
"Block 1066, Block Group 1, Census Tract 9541, Gallia County, Ohio",6,6,0,0,0
"Block 1067, Block Group 1, Census Tract 9541, Gallia County, Ohio",3,3,0,0,0
"Block 1068, Block Group 1, Census Tract 9541, Gallia County, Ohio",7,7,0,0,0
"Block 1069, Block Group 1, Census Tract 9541, Gallia County, Ohio",38,38,0,0,0
"Block 1070, Block Group 1, Census Tract 9541, Gallia County, Ohio",35,30,5,0,0
"Block 1071, Block Group 1, Census Tract 9541, Gallia County, Ohio",15,15,0,0,0
"Block 1072, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1073, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1074, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1075, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1076, Block Group 1, Census Tract 9541, Gallia County, Ohio",10,10,0,0,0
"Block 1077, Block Group 1, Census Tract 9541, Gallia County, Ohio",1,1,0,0,0
"Block 1078, Block Group 1, Census Tract 9541, Gallia County, Ohio",3,0,3,0,0
"Block 1079, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1080, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1081, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1082, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1083, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1084, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1085, Block Group 1, Census Tract 9541, Gallia County, Ohio",12,12,0,0,0
"Block 1086, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1087, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1088, Block Group 1, Census Tract 9541, Gallia County, Ohio",13,13,0,0,0
"Block 1089, Block Group 1, Census Tract 9541, Gallia County, Ohio",18,18,0,0,0
"Block 1090, Block Group 1, Census Tract 9541, Gallia County, Ohio",8,7,0,0,0
"Block 1091, Block Group 1, Census Tract 9541, Gallia County, Ohio",29,29,0,0,0
"Block 1092, Block Group 1, Census Tract 9541, Gallia County, Ohio",14,14,0,0,0
"Block 1093, Block Group 1, Census Tract 9541, Gallia County, Ohio",20,20,0,0,0
"Block 1094, Block Group 1, Census Tract 9541, Gallia County, Ohio",17,16,0,0,0
"Block 1095, Block Group 1, Census Tract 9541, Gallia County, Ohio",7,4,0,0,0
"Block 1096, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1097, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1098, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1099, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1100, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1101, Block Group 1, Census Tract 9541, Gallia County, Ohio",113,113,0,0,0
"Block 1102, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1103, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1104, Block Group 1, Census Tract 9541, Gallia County, Ohio",9,9,0,0,0
"Block 1105, Block Group 1, Census Tract 9541, Gallia County, Ohio",181,163,14,0,0
"Block 1106, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1107, Block Group 1, Census Tract 9541, Gallia County, Ohio",11,11,0,0,0
"Block 1108, Block Group 1, Census Tract 9541, Gallia County, Ohio",2,2,0,0,0
"Block 1109, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1110, Block Group 1, Census Tract 9541, Gallia County, Ohio",17,17,0,0,0
"Block 1111, Block Group 1, Census Tract 9541, Gallia County, Ohio",17,17,0,0,0
"Block 1112, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1113, Block Group 1, Census Tract 9541, Gallia County, Ohio",29,20,9,0,0
"Block 1114, Block Group 1, Census Tract 9541, Gallia County, Ohio",3,3,0,0,0
"Block 1115, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1116, Block Group 1, Census Tract 9541, Gallia County, Ohio",205,179,13,5,0
"Block 1117, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1118, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
"Block 1119, Block Group 1, Census Tract 9541, Gallia County, Ohio",0,0,0,0,0
